Video_ID,Channel_Name,Title,Content_Category,Published_Date,Upload_Hour,Duration_Seconds,Has_Captions,Tags_Count,Views,Likes,Comments,Channel_Subscribers,Age_in_Days,Engagement_Rate_%,Views_Per_Day,Viral_Multiplier,Publish_Month,Publish_Day_OfWeek,Clean_Title,Content_Medium,Performance_Tier,Upload_Time_Bucket,Engagement_Momentum,Viral_Probability_Score,Duration_Minutes,Views_Per_Minute,Tag_Impact_Ratio,Log_Views,Log_Subscribers,Clean_Tier
Vok65EzkBaU,SL Top Knowledge,ලංකාවේ වැඩිම වැටුපක් ගෙවන රැකියා 😱 - Top 10 Highest paying jobs in Sri Lanka #top10 #viral #shorts,A/L Content,2024-07-14,9,37,False,15,261757,9037,41,1880,773,3.47,338.62,139.23,July,Sunday,       Top 10 Highest paying jobs in Sri Lanka top10 viral shorts,Mixed / General,Above Average,Morning (5AM - 12PM),6.98319433673216,10.761026987075338,0.6166666666666667,424470.81081081077,17450.466666666667,12.475175691780533,7.53955882930103,Above Average
ODXWCvvaAr0,ILAKKAYA Sinhala Motivations,A/l & O/l motivation |Exam motivation sinhala |SInhala exam motivation video by ILAKKAYA |Sinhala,A/L Content,2021-03-22,12,253,False,20,649703,30231,1756,57800,1983,4.92,327.64,11.24,March,Monday,A/l  O/l motivation |Exam motivation sinhala |SInhala exam motivation video by ILAKKAYA |Sinhala,Sinhala Medium,High Performing (Top 25%),Afternoon (12PM - 5PM),10.657485035470053,8.21166579410151,4.216666666666667,154079.7628458498,32485.15,13.384272153537372,10.96476135554887,High Performing (Top 25%)
sHuSLyg1wyg,Janaka sir History class,grade 6 history sinhala medium| 6 වසර ඉතිහාසය | history grade 6 sinhala medium| lesson 2| part 1,General Education,2021-03-03,4,670,False,20,653294,11836,0,183000,2002,1.81,326.32,3.57,March,Wednesday,grade 6 history sinhala medium| 6   | history grade 6 sinhala medium| lesson 2| part 1,Sinhala Medium,High Performing (Top 25%),Night / Late (10PM - 5AM),3.623483454616145,7.061302119392208,11.166666666666666,58503.94029850746,32664.7,13.389784067347847,12.117246896289503,High Performing (Top 25%)
PkETJqYrFXw,Solve For X,Grade 11 math questions to try,General Education,2023-05-13,11,8,False,0,388808,3667,46,3140,1201,0.95,323.74,123.82,May,Saturday,Grade 11 math questions to try,Mixed / General,High Performing (Top 25%),Morning (5AM - 12PM),1.9454332215386516,10.598794568970431,0.13333333333333333,2916060.0,388808.0,12.870843499448656,8.052296499538647,High Performing (Top 25%)
0hQh25LmROw,NISAL GIMHAN SRILANKA🇱🇰,Charitha Dissanayaka Motivational Video,A/L Content,2024-02-15,3,60,False,0,298670,17324,159,3830,923,5.85,323.59,77.98,February,Thursday,Charitha Dissanayaka Motivational Video,Mixed / General,Above Average,Night / Late (10PM - 5AM),11.86694344929186,10.135969294908918,1.0,298670.0,298670.0,12.607097912112275,8.25088114470065,Above Average
NRIwxDJc47o,Ravindu Bandaranayake,Government University Entrance Guide | Complete UGC Handbook Explained (All A/L Streams Sri Lanka),A/L Content,2026-03-01,18,4321,False,6,57566,3041,290,198000,178,5.79,323.4,0.29,March,Sunday,Government University Entrance Guide | Complete UGC Handbook Explained All A/L Streams Sri Lanka,Mixed / General,Above Average,Prime Time (5PM - 10PM),13.084112149532709,4.5516217190304165,72.01666666666667,799.342744735015,9594.333333333334,10.960704765837852,12.19602736016897,Above Average
UXxt4QrQSCs,Olympiad Junior,Olympiad Maths | Olympiad Genius | Olympiad Junior,General Education,2022-02-05,16,15,False,9,533228,2111,963,7480,1663,0.58,320.64,71.29,February,Saturday,Olympiad Maths | Olympiad Genius | Olympiad Junior,Mixed / General,High Performing (Top 25%),Afternoon (12PM - 5PM),1.694772217512959,10.037118810173974,0.25,2132912.0,59247.555555555555,13.186706254404834,8.920121751872404,High Performing (Top 25%)
XaVewD2hEn0,U Dreams,පාඩම් කරන්න හිතෙන්නේ නැද්ද.. | sinhala motivation speech by @AmilaDasanayake,Motivation & Tips,2025-10-18,4,652,False,0,99176,5600,329,11300,312,5.98,317.87,8.78,October,Saturday,    | sinhala motivation speech by AmilaDasanayake,Sinhala Medium,Above Average,Night / Late (10PM - 5AM),12.951722190852626,7.93447714517117,10.866666666666667,9126.625766871166,99176.0,11.504661411551766,9.332646496360152,Above Average
0d38Yb5J2Oo,Kv Iroshan,O/L Prasthara Prashna | O/L Maths in Sinhala by Kv Iroshan | Grade 11 Prasthara kv Iroshan,O/L Content,2023-06-05,9,1825,False,29,374143,15041,749,256000,1178,4.22,317.61,1.46,June,Monday,O/L Prasthara Prashna | O/L Maths in Sinhala by Kv Iroshan | Grade 11 Prasthara kv Iroshan,Sinhala Medium,High Performing (Top 25%),Morning (5AM - 12PM),9.041195478734068,6.141414846246101,30.416666666666668,12300.591780821916,12901.48275862069,12.832396029030862,12.45293662970407,High Performing (Top 25%)
AYnjOL-1p1A,Ravindu Bandaranayake,O/L ICT Revision Seminar 5,O/L Content,2026-02-01,20,27867,False,0,64171,4028,181,198000,206,6.56,311.51,0.32,February,Sunday,O/L ICT Revision Seminar 5,Mixed / General,Above Average,Prime Time (5PM - 10PM),13.964251764815883,4.611978953631705,464.45,138.16557218215092,64171.0,11.069322257470967,12.19602736016897,Above Average
jkSyhtZ2vrs,SL_Maths,OL Mathematics 2025(2026)  | Paper 1 | Answers,O/L Content,2026-02-23,12,300,False,10,57241,867,105,1550,184,1.7,311.09,36.93,February,Monday,OL Mathematics 20252026  | Paper 1 | Answers,Mixed / General,Above Average,Afternoon (12PM - 5PM),3.946471934452578,9.349193527616698,5.0,11448.2,5724.1,10.955043173660957,7.346655163176539,Above Average
u30QEhxpdPs,Global Image,Commerce Section Dance | RÊVAURA '25   The Social Gathering of 2025 A L Batch of St Joseph’s Balika,A/L Content,2026-04-24,18,399,False,0,38151,652,0,571,124,1.71,307.67,66.81,April,Friday,Commerce Section Dance | REVAURA 25   The Social Gathering of 2025 A L Batch of St Josephs Balika,Mixed / General,Standard / Niche,Prime Time (5PM - 10PM),3.417996907027339,9.930929197705716,6.65,5736.992481203008,38151.0,10.54933345997806,6.349138991379798,Standard  Niche
LYPc21TKrB4,Study With Ravi,Short Study Vlog | Stationery Vlog  | @Study with ravi #short #srilanka #status #routine #morning,Motivation & Tips,2022-08-15,12,16,False,37,451071,10524,13,1830,1472,2.34,306.43,246.49,August,Monday,Short Study Vlog | Stationery Vlog  | Study with ravi short srilanka status routine morning,Mixed / General,High Performing (Top 25%),Afternoon (12PM - 5PM),4.680637859671759,11.232324008355333,0.26666666666666666,1691516.25,12191.108108108108,13.019382250975687,7.5126175446745105,High Performing (Top 25%)
Z6t-XnzsUKo,Balsu's Success Academy,Best MBA Course for Commerce Group Students | 11th & 12th | Tamil | @BalsusSuccessAcademy,General Education,2023-10-08,7,59,False,0,322595,7903,54,17900,1053,2.47,306.36,18.02,October,Sunday,Best MBA Course for Commerce Group Students | 11th  12th | Tamil | BalsusSuccessAcademy,Tamil Medium,High Performing (Top 25%),Morning (5AM - 12PM),4.983338241448256,8.616424256312753,0.9833333333333333,328062.7118644068,322595.0,12.68415604534033,9.792611856190192,High Performing (Top 25%)
7zx8hkY9Bug,Uni Life,💪❤️ #sinhala #motivation #studyadvice #exam #studymotivation #studytips #study #sinhalastudytips,Motivation & Tips,2024-07-02,2,15,False,0,238682,10578,33,37400,785,4.45,304.05,6.38,July,Tuesday, sinhala motivation studyadvice exam studymotivation studytips study sinhalastudytips,Sinhala Medium,Above Average,Night / Late (10PM - 5AM),8.93280599291107,7.570875632794153,0.25,954728.0,238682.0,12.382891590687244,10.529452721013085,Above Average
1f6-rZ1RnLk,Sen Tales,පෙළ පොත වැරදි..! I found a huge mistake in grade 11 history text book..!,General Education,2023-05-25,15,36,False,18,359339,17229,279,12100,1189,4.87,302.22,29.7,May,Thursday,   I found a huge mistake in grade 11 history text book,Mixed / General,High Performing (Top 25%),Afternoon (12PM - 5PM),9.97748644038081,9.102413677607572,0.6,598898.3333333334,19963.277777777777,12.792024294486563,9.401043372798053,High Performing (Top 25%)
iMsaGk_m0F0,SLTOP 10,ශ්‍රි ලංකාවේ හොදම විශ්ව විද්‍යාල 10 🤯|Top 10 university in the Sri Lanka|#top10 #sinhala #shorts,General Education,2024-02-14,12,35,False,7,277029,12188,273,14200,924,4.5,299.81,19.51,February,Wednesday,     10 |Top 10 university in the Sri Lanka|top10 sinhala shorts,Sinhala Medium,Above Average,Afternoon (12PM - 5PM),9.291806994935548,8.674247041534914,0.5833333333333334,474906.8571428571,39575.57142857143,12.5318810825542,9.561067663645012,Above Average
-1TR8K14UeU,AL Kuppiya,"""2026 A/L නංගිලා මලිලාට island 1st ගෙන් පාඩමක්""",A/L Content,2024-09-11,14,39,False,28,208425,11103,167,119000,714,5.41,291.91,1.75,September,Wednesday,2026 A/L   island 1st  ,Mixed / General,Above Average,Afternoon (12PM - 5PM),11.054815881012354,6.238016960528135,0.65,320653.8461538461,7443.75,12.247339341156232,11.686887175419702,Above Average
vQqXp_cQuHQ,Study diary,🌧 Rainy day + study vibes = perfect combo ☕📚 #StudyDiary#minivlog#sinhala#shorts,Motivation & Tips,2025-10-21,12,12,False,8,88938,2797,29,10900,309,3.18,287.83,8.16,October,Tuesday, Rainy day  study vibes  perfect combo  StudyDiaryminivlogsinhalashorts,Sinhala Medium,Above Average,Afternoon (12PM - 5PM),6.452809822573029,7.762039875188901,0.2,444690.0,11117.25,11.39570602046651,9.296609807128359,Above Average
AxTQJQO6feo,Hasith Gunawardana,"Nepenthus bite insect|බාඳුරා ශාකය,කෘමියෙක් ගිලගන්නා ආකාරය 😧😨|#Shorts",General Education,2021-11-28,20,38,False,0,497423,13728,53,29400,1732,2.77,287.2,16.92,November,Sunday,Nepenthus bite insect|    |Shorts,Mixed / General,High Performing (Top 25%),Prime Time (5PM - 10PM),5.572922844339727,8.488880955887462,0.6333333333333333,785404.7368421053,497423.0,13.11719806009211,10.288783966353765,High Performing (Top 25%)
h5Vo-7mJisQ,Fbs News,දකුණු පළාතේ විශිෂ්ටතම  පාසල් | Best Schools | Southern Province | Sri Lanka,General Education,2024-10-04,14,23,False,5,192847,3966,482,464,691,2.31,279.08,415.62,October,Friday,     | Best Schools | Southern Province | Sri Lanka,Mixed / General,Above Average,Afternoon (12PM - 5PM),5.3628005621036365,11.661278481637929,0.38333333333333336,503079.1304347826,38569.4,12.169657592828125,6.142037405587356,Above Average
YAUb_g_UseQ,NXT Online,"ලස්සන Maths ටීචර් 🥰❤ Dilhara Samaranayaka Beauty,She Lankan Maths Teacher",General Education,2022-07-17,9,8,False,38,418800,6097,199,1040,1501,1.5,279.01,402.69,July,Sunday, Maths   Dilhara Samaranayaka BeautyShe Lankan Maths Teacher,Mixed / General,High Performing (Top 25%),Morning (5AM - 12PM),3.1492359121298947,11.629423558998148,0.13333333333333333,3141000.0,11021.052631578947,12.945151145750263,6.947937068614969,High Performing (Top 25%)
dlMzXEcThj8,kwyvlogs 🌊,"After school, but sri lankan style 🇱🇰😂☁ #srilanka #study #vlog #srilankatravel #studyvlog #exam",Motivation & Tips,2025-09-02,12,10,False,0,98354,0,15,258,358,0.02,274.73,381.22,September,Tuesday,After school but sri lankan style  srilanka study vlog srilankatravel studyvlog exam,Mixed / General,Above Average,Afternoon (12PM - 5PM),0.07625515993248877,11.55917498156901,0.16666666666666666,590124.0,98354.0,11.49633866136583,5.556828061699537,Above Average
j7Yu-fGBSA4,DP Education - A/L සිංහල මාධ්‍යය,01 ඒකකය - පරමාණුක ව්‍යුහය | 01 වන කොටස රසායන විද්‍යාව Chemistry Unit 01 | Atomic structure Part 01,General Education,2021-08-04,6,3964,False,20,506377,6991,546,258000,1848,1.49,274.01,1.96,August,Wednesday,01     | 01     Chemistry Unit 01 | Atomic structure Part 01,Mixed / General,High Performing (Top 25%),Morning (5AM - 12PM),3.3003078733828746,6.287969334695204,66.06666666666666,7664.636730575177,25318.85,13.135038704950537,12.460718739865236,High Performing (Top 25%)
fiFnPH08VKo,Online Accounting,උසස් පෙළ ගිණුම්කරණ ප්‍රමිත සියල්ලම | Advanced Level | Accounting Standards | A/L | Accounting,A/L Content,2021-08-10,13,11717,False,41,501499,11043,866,101000,1842,2.37,272.26,4.97,August,Tuesday,     | Advanced Level | Accounting Standards | A/L | Accounting,Mixed / General,High Performing (Top 25%),Afternoon (12PM - 5PM),5.267408309886959,7.210916085338275,195.28333333333333,2568.05837671759,12231.682926829268,13.125358886384127,11.522885696764481,High Performing (Top 25%)
4XE4k6iDv9U,Kv Iroshan,O/L Exam Motivation - ඔබ අහන්නම ඕන කතාවක් |  How to Get 9As in the Final Month By Kv Iroshan,A/L Content,2025-02-06,12,950,False,20,151992,11585,1254,256000,566,8.45,268.54,0.59,February,Thursday,O/L Exam Motivation      |  How to Get 9As in the Final Month By Kv Iroshan,Mixed / General,Above Average,Afternoon (12PM - 5PM),19.369440496868258,5.0716588951334245,15.833333333333334,9599.494736842105,7599.6,11.93158974613638,12.45293662970407,Above Average
N9xBUYeZuL0,Hasith Gunawardana,Diving|වතුර යට කිමිදෙමුද ? |Science Channel Bro | #Shorts,General Education,2021-11-01,15,18,False,0,470507,9739,46,29400,1759,2.08,267.49,16.0,November,Monday,Diving|    |Science Channel Bro | Shorts,Mixed / General,High Performing (Top 25%),Afternoon (12PM - 5PM),4.188673069688655,8.361904531001281,0.3,1568356.6666666667,470507.0,13.061568241051116,10.288783966353765,High Performing (Top 25%)
4t_nMQQv5sg,PassMe,Oh No...🤣🤣 #passme #motivation #studytips  #shortsviral #shortstrending,A/L Content,2023-05-11,13,37,False,23,315733,14836,138,84900,1203,4.74,262.45,3.72,May,Thursday,Oh No passme motivation studytips  shortsviral shortstrending,Mixed / General,High Performing (Top 25%),Afternoon (12PM - 5PM),9.61635305780517,6.884807992423808,0.6166666666666667,511999.4594594594,13727.521739130434,12.662655365928027,11.349241150793087,High Performing (Top 25%)
trEcqBW7vsY,PassMe,🤣🤣 #passme #motivation #studytips  #shortsviral #shortstrending #education,A/L Content,2023-05-12,12,56,False,23,312837,12860,122,84900,1202,4.15,260.26,3.68,May,Friday, passme motivation studytips  shortsviral shortstrending education,Mixed / General,High Performing (Top 25%),Afternoon (12PM - 5PM),8.416523620927192,6.865637445224762,0.9333333333333333,335182.5,13601.608695652174,12.653440763650744,11.349241150793087,High Performing (Top 25%)
60epGDkFNlk,Feb Girl,I am so grateful 😩❤️ |finally @university of peradeniya #universityofperadeniya #viralvideo #shorts,General Education,2024-08-13,8,14,False,0,191992,5715,60,34300,743,3.01,258.4,5.6,August,Tuesday,I am so grateful  |finally university of peradeniya universityofperadeniya viralvideo shorts,Mixed / General,Above Average,Morning (5AM - 12PM),6.109629567898662,7.27796619687351,0.23333333333333334,822822.8571428572,191992.0,12.165214192011964,10.442929787247998,Above Average
QPGl_UMHWV0,Study with Malsha,Paper notes ideas 📝💜✨#shortsvideo #cute #asthetic  #bulletjournal #studywithmalsha,A/L Content,2023-03-08,11,15,False,22,319539,5084,24,14500,1267,1.6,252.2,22.04,March,Wednesday,Paper notes ideas shortsvideo cute asthetic  bulletjournal studywithmalsha,Mixed / General,High Performing (Top 25%),Morning (5AM - 12PM),3.2196382914135677,8.623261296673487,0.25,1278156.0,14524.5,12.674637740581563,9.581972891547895,High Performing (Top 25%)
OPm3dWunl84,Ajantha Dissanayake Official,කුලක වැඩ්ඩන්ට අභියෝගයක් part 01 I Combined Maths I Ajantha Dissanayake,General Education,2024-12-19,13,60,False,0,153665,5857,67,191000,615,3.86,249.86,0.8,December,Thursday,   part 01 I Combined Maths I Ajantha Dissanayake,Mixed / General,Above Average,Afternoon (12PM - 5PM),7.841082875085413,5.302747538827353,1.0,153665.0,153665.0,11.94253669490647,12.160033942617156,Above Average
jehGVypJ4RI,Higher Education SriLanka,O/L Motivation in Sinhala | How to get 9A in 3 Months | Higher Education Srilanka FULL HD,O/L Content,2022-02-17,1,853,False,16,411671,26410,1978,128000,1651,6.9,249.35,3.22,February,Thursday,O/L Motivation in Sinhala | How to get 9A in 3 Months | Higher Education Srilanka FULL HD,Sinhala Medium,High Performing (Top 25%),Night / Late (10PM - 5AM),15.233038032798035,6.689483590846695,14.216666666666667,28956.928487690504,25729.4375,12.92798219475777,11.759793355371237,High Performing (Top 25%)
OLt8ViPPiAc,Shenuka S Devinda,බුද්ධිමත් සිසුන්ගේ ලක්ෂණ  💯💫 | Motivation | Sinhala Motivation | Mr.ShenukaSri #motivation #shorts,Motivation & Tips,2024-03-12,11,24,False,16,223421,9631,35,76400,897,4.33,249.08,2.92,March,Tuesday,     | Motivation | Sinhala Motivation | MrShenukaSri motivation shorts,Sinhala Medium,Above Average,Morning (5AM - 12PM),8.699719363891488,6.590731724673026,0.4,558552.5,13963.8125,12.31681763883484,11.243751064074187,Above Average
k7Y15uXnD_Y,ᵐʳ.𝐊𝐚𝐮𝐬𝐡𝐚𝐥𝐲𝐚_𝐎𝐟𝐟𝐢𝐜𝐢𝐚𝐥,Top 10 Popular Mixed Schools in Sri Lanka | Best Co-Educational Schools | ඔයාගේ ඉස්කෝලේ කියන් යමු 🥰,A/L Content,2024-10-30,12,31,False,12,165417,4955,370,137000,665,3.22,248.75,1.21,October,Wednesday,Top 10 Popular Mixed Schools in Sri Lanka | Best CoEducational Schools |     ,Mixed / General,Above Average,Afternoon (12PM - 5PM),7.109305573187761,5.710385625789773,0.5166666666666667,320161.9354838709,13784.75,12.016230882736343,11.827743504053695,Above Average
Ncl_dNv0yFg,Darshana Ukuwela - Physics,"සැබෑ ධෛර්යවන්තයෙකුගේ,ඔබ ඇසිය යුතුම කතාවක් | 2023 A/L Results | Dr Darshana Ukuwela - Physics",A/L Content,2024-06-17,12,711,False,12,198226,9092,560,304000,800,4.87,247.78,0.65,June,Monday,     | 2023 A/L Results | Dr Darshana Ukuwela  Physics,Mixed / General,Above Average,Afternoon (12PM - 5PM),10.585896905552248,5.087948125198889,11.85,16727.932489451476,16518.833333333332,12.19716811763441,12.624786269856633,Above Average
8_2IBnv91zQ,OWN LibrarY,ජයග්‍රාහකයෙක් විදිහට මේකෙන් අයින් වෙන්න🔥| Amila Dasanayake Sir | OWN LibrarY#shorts #sinhala,General Education,2024-04-23,2,19,False,20,206379,8674,62,861,855,4.23,241.38,239.7,April,Tuesday,    | Amila Dasanayake Sir | OWN LibrarYshorts sinhala,Sinhala Medium,Above Average,Night / Late (10PM - 5AM),8.55610309188435,10.9657778799405,0.31666666666666665,651723.1578947369,10318.95,12.237474408669705,6.759255270663693,Above Average
VUyqrm0u7cU,Ishara  Madushan,Grade 6-11 Online Maths Classes | Whatsapp now 0112 902 405,General Education,2024-06-21,4,33,False,0,192122,8148,109,485000,796,4.3,241.36,0.4,June,Friday,Grade 611 Online Maths Classes | Whatsapp now 0112 902 405,Mixed / General,Above Average,Night / Late (10PM - 5AM),8.765784241263363,4.580303558257964,0.55,349312.72727272724,192122.0,12.165891070897318,13.091906231773164,Above Average
JcHsCyjVAp4,Cambridge International Education,POV: opening your Cambridge IGCSE™ results on 13 August,General Education,2024-08-19,14,23,False,0,175658,3418,138,55100,737,2.02,238.34,3.19,August,Monday,POV opening your Cambridge IGCSE results on 13 August,Mixed / General,Above Average,Afternoon (12PM - 5PM),4.284461852007879,6.635033540589985,0.38333333333333336,458238.2608695652,175658.0,12.076299894639238,10.916923143796645,Above Average
gPuUlpAQ2dI,🎀Shani Herath🎀,රෑට පාඩම් කරන්න tips ටිකක්📚🎀 #studytips #studymotivation #sinhalastudytips #sinhalavlogs #studyvlog,Motivation & Tips,2025-07-09,13,26,False,12,98191,3392,22,2910,413,3.48,237.75,33.74,July,Wednesday,   tips  studytips studymotivation sinhalastudytips sinhalavlogs studyvlog,Sinhala Medium,Above Average,Afternoon (12PM - 5PM),7.02101007220621,8.990028432861477,0.43333333333333335,226594.61538461538,8182.583333333333,11.494680024628877,7.976251943745623,Above Average
Rs_ZWClIioo,2024 OL memories,2024 OL exam | Ishara Madushan | maths | thank you so much for your valuable time sir 🤍🥹,O/L Content,2025-03-15,6,31,False,7,125408,5866,63,605,529,4.73,237.07,207.29,March,Saturday,2024 OL exam | Ishara Madushan | maths | thank you so much for your valuable time sir ,Mixed / General,Above Average,Morning (5AM - 12PM),9.606245215616228,10.802494584072154,0.5166666666666667,242725.16129032255,17915.428571428572,11.739335674940518,6.406879986069314,Above Average
-bfFqlhCkeE,NISAL GIMHAN SRILANKA🇱🇰,CHARITHA DISSANAYAKA MOTIVATIONAL SPEECH,A/L Content,2025-03-03,8,14,False,0,124961,4137,22,3830,541,3.33,230.98,32.63,March,Monday,CHARITHA DISSANAYAKA MOTIVATIONAL SPEECH,Mixed / General,Above Average,Morning (5AM - 12PM),6.709293299509447,8.927695909433739,0.23333333333333334,535547.1428571428,124961.0,11.735764970067072,8.25088114470065,Above Average
DE9UzBcUwSM,Amila Dasanayake,2027 A/L Chemistry New Class | Amila Dasanayake🔥 #2027al  #chemistry  #amiladasanayake,A/L Content,2025-03-30,6,110,False,16,118049,6460,100,328000,514,5.56,229.67,0.36,March,Sunday,2027 A/L Chemistry New Class | Amila Dasanayake 2027al  chemistry  amiladasanayake,Mixed / General,Above Average,Morning (5AM - 12PM),11.36816067904006,4.427014340557959,1.8333333333333333,64390.36363636364,7378.0625,11.678863542513659,12.700771936142122,Above Average
VhSWusucNyc,Akila Vimanga Senevirathna,Akila Vimanga Senevirathna - Sinhala | Episode 128 | A/L Art කරද්දි විෂයන් 3 තෝරා ගද්දී රජයේ නීති,A/L Content,2024-10-11,12,399,False,32,157079,4951,479,575000,684,3.46,229.65,0.27,October,Friday,Akila Vimanga Senevirathna  Sinhala | Episode 128 | A/L Art   3    ,Sinhala Medium,Above Average,Afternoon (12PM - 5PM),7.8285448723253905,4.1432220241682725,6.65,23620.902255639096,4908.71875,11.964510508691946,13.26212705890841,Above Average
F12imox5-_U,Maths Hub,ඔයාලටත් මේහෙම වෙලා  තියේද 😅#shorts,General Education,2022-07-03,10,18,False,25,346975,8799,25,7340,1515,2.54,229.03,47.27,July,Sunday,     shorts,Mixed / General,High Performing (Top 25%),Morning (5AM - 12PM),5.107860796887384,9.28982120798324,0.3,1156583.3333333335,13879.0,12.757010892271909,8.901230352110781,High Performing (Top 25%)
ApyGiZ9o4JA,SL TUTUWA,Top 10 boys schools in Sri Lanka#shorts,General Education,2023-08-14,17,34,True,12,253482,6794,468,10600,1108,2.86,228.77,23.91,August,Monday,Top 10 boys schools in Sri Lankashorts,Mixed / General,Above Average,Prime Time (5PM - 10PM),6.283680892528857,8.607196715798095,0.5666666666666667,447321.17647058825,21123.5,12.443052038620692,9.268703615273097,Above Average
bvxNEOQZA8Q,UniSelector: No.1 A/L App,ඔයාගේ Z Score එකයි Degree එකයි බලාගමුද🤩 #trending #alevel  #uniselector,General Education,2025-01-15,10,39,False,0,134502,2538,101,23900,588,1.96,228.74,5.63,January,Wednesday, Z Score  Degree   trending alevel  uniselector,Mixed / General,Above Average,Morning (5AM - 12PM),4.149380678354225,7.161471642527792,0.65,206926.15384615384,134502.0,11.809341782607996,10.081675578048475,Above Average
VcjRkY3vhSE,Darshana Ukuwela - Physics,A/L Private කලාම තියෙන වාසි සහ අවාසි මොනවද? | Dr Darshana Ukuwela - Physics,A/L Content,2025-07-20,10,619,False,5,91438,3311,340,304000,402,3.99,227.46,0.3,July,Sunday,A/L Private       | Dr Darshana Ukuwela  Physics,Mixed / General,Above Average,Morning (5AM - 12PM),9.101248933703712,4.237549844853278,10.316666666666666,8863.13408723748,18287.6,11.423427362275909,12.624786269856633,Above Average
WwPfwegWUoI,Epy_Short,Top10 girl's school in srilanka 🇱🇰 #shortvideo #shotfeeds #shorts #feedshorts #fyp #2024 #srilanka,O/L Content,2024-02-29,14,36,False,0,204917,4803,320,491,909,2.5,225.43,417.35,February,Thursday,Top10 girls school in srilanka  shortvideo shotfeeds shorts feedshorts fyp 2024 srilanka,Mixed / General,Above Average,Afternoon (12PM - 5PM),5.46855556152003,11.451945516595288,0.6,341528.3333333334,204917.0,12.230365178099206,6.198478716492308,Above Average
5VMXxThTcao,Strong Future ,කෙල්ලොන්ටත් පොඩි target තිබිල බෑ #motivation #sinhalamotivation #inspire #sinhala #sigma #sigmarule,Motivation & Tips,2023-07-28,1,15,False,0,249066,10862,43,20100,1125,4.38,221.39,12.39,July,Friday,  target   motivation sinhalamotivation inspire sinhala sigma sigmarule,Sinhala Medium,Above Average,Night / Late (10PM - 5AM),8.808508588085086,7.917180042749203,0.25,996264.0,249066.0,12.42547721555753,9.908524844053396,Above Average
BwhDdnb2rHA,Hasith Gunawardana,කෘමි භක්ෂක ශාක|Grade 6 Science lessons Sinhala medium Episode | Science channel Bro|2021,General Education,2021-11-11,15,31,False,7,376982,9086,0,29400,1749,2.41,215.54,12.82,November,Thursday,  |Grade 6 Science lessons Sinhala medium Episode | Science channel Bro|2021,Sinhala Medium,High Performing (Top 25%),Afternoon (12PM - 5PM),4.820389302407011,7.924514789453687,0.5166666666666667,729642.5806451612,53854.57142857143,12.83995537257524,10.288783966353765,High Performing (Top 25%)
cJJHeO4XyGY,Best of best ,Best physics teachers in sri lanka♥️ #physics #srilanka #for you #boy #maths #girl #public,General Education,2024-05-29,4,38,False,0,175864,5162,706,170,819,3.34,214.73,1034.49,May,Wednesday,Best physics teachers in sri lanka physics srilanka for you boy maths girl public,Mixed / General,Above Average,Night / Late (10PM - 5AM),7.877678205886367,12.31104975734814,0.6333333333333333,277680.0,175864.0,12.07747193423586,5.14166355650266,Above Average
Si43DWwToyo,TAMIL QUIZ,How to Study Economics Tips Motivation speech 💯 | Aakash sir Motivation status 💯| @tamil quiz,Motivation & Tips,2022-04-28,5,36,False,0,332162,21313,67,2180,1581,6.44,210.1,152.37,April,Thursday,How to Study Economics Tips Motivation speech  | Aakash sir Motivation status | tamil quiz,Tamil Medium,High Performing (Top 25%),Morning (5AM - 12PM),12.933749194670071,10.373926618215657,0.6,553603.3333333334,332162.0,12.713381091270728,7.687538766201629,High Performing (Top 25%)
EjOD_FE2zzg,SUCCESS JOURNEY,Never give up 💪 | sinhala motivation video | motivation status #shots #sinhala,Motivation & Tips,2022-11-11,3,19,False,23,289504,16091,52,49300,1384,5.58,209.18,5.87,November,Friday,Never give up  | sinhala motivation video | motivation status shots sinhala,Sinhala Medium,Above Average,Night / Late (10PM - 5AM),11.206062783243063,7.11386383517056,0.31666666666666665,914223.1578947369,12587.130434782608,12.575927847003209,10.805699643800724,Above Average
3hu8zp-SnTE,𝐀..𝐀.𝐀𝐧𝐮𝐡𝐚𝐬,Bio කරාම වෙන දේ🙂 #trending #education #funny,General Education,2025-07-25,5,104,False,0,82898,2725,108,9150,397,3.42,208.81,9.06,July,Friday,Bio    trending education funny,Mixed / General,Above Average,Morning (5AM - 12PM),7.2257473039156555,7.5458223198875904,1.7333333333333334,47825.76923076923,82898.0,11.325378278324456,9.121618441915379,Above Average
GRkt5b8MSno,Shenuka S Devinda,ලෝකයේ අමාරු උපාධි 10 ක් ☘️🌼💯| Motivation |Sinhala Motivation #shenuka sri #lifetips #life #sinhala,Motivation & Tips,2024-04-25,13,24,False,0,171924,6634,92,76400,853,3.91,201.55,2.25,April,Thursday,   10  | Motivation |Sinhala Motivation shenuka sri lifetips life sinhala,Sinhala Medium,Above Average,Afternoon (12PM - 5PM),7.984923570880157,6.119170410489051,0.4,429810.0,171924.0,12.054813614188037,11.243751064074187,Above Average
